,Professional Sports Clubs and Organizations,,Professionelle Sportvereine,,Professionella sportklubbar och organisationer,,Organisations sportives professionnelles,,,Επαγγελματικοί Αθλητικοί Σύλλογοι και Οργανισμοί,,Organizaciones y clubes deportivos profesionales,,Clubes e Organizações Desportivas Profissionais,,Profesionální sportovní kluby a organizace,,Profesionalni športni klubi in organizacije,,Profesionálne športové kluby a organizácie,,Profesionalni sportski klubovi i organizacije,
,Sports Halls,,Sporthallen,,Sporthallar,,Salles de sport,,,Αίθουσες Αθλητισμού,,Recintos deportivos,,Locais de Eventos Desportivos,,Sportovní haly,,Športne dvorane,,Športové haly,,Sportske hale,
,Swimming Pools,,Schwimmbäder,,Simhallar,,Piscines,,,Πισίνες,,Piscinas,,Piscinas,,Bazény,,Bazeni,,Kúpaliská,,Bazeni,
,Tennis Courts,,Tennisplätze,,Tennisbanor,,Courts de tennis,,,Γήπεδα τένις,,Pistas de tenis,,Campos de Ténis,,Tenisové kurty,,Tenis igrišča,,Tenisové kurty,,Teniski tereni,
,Winter Sports and Facilities,,Wintersportanlagen,,Vintersport och faciliteter,,Sports d’hiver et installations,,,Χειμερινά Σπορ και Εγκαταστάσεις,,Instalaciones para deportes de invierno,,Desportos e Instalações de Inverno,,Zimní sporty a areály,,Zimski športi in objekti,,Zimné športy a zariadenia,,Zimski sportovi i objekti,
,Auto Repairs,,Autowerkstätten,,Bilreparationer,,Réparation de voitures,,,Επισκευές Αυτοκινήτων,,Reparación de vehículos,,Reparação Automóvel,,Autoopravny,,Popravilo avtomobilov,,Oprava áut,,Autoservisi,
,Bicycles and Motorbikes,,Fahrräder und Motorräder,,Cyklar och motorcyklar,,Bicyclettes et motocyclettes,,,Ποδήλατα και Μοτοσικλέτες,,Motos y bicicletas,,Bicicletas e Motas,,Kola a motocykly,,Kolesa in motorna kolesa,,Bicykle a motorky,,Bicikli i motocikli,
,Domestic Cleaning,,Hausreinigung,,Hemstädning,,Entretien ménager,,,Οικιακός Καθαρισμός,,Limpieza doméstica,,Limpeza Doméstica,,Úklid domácnosti,,Hišno čiščenje,,Upratovanie domácnosti,,Čišćenje stambenog prostora,
,Framing,,Rahmenbau,,Inramning,,Services d’encadrement,,,Κορνιζοποιία,,Marquetería,,Conceção,,Rámování,,Okvirjanje,,Rámovanie,,Uramljivanje,
,Car Parts and Accessories,,Auto-Ausstattung,,Bildelar och biltillbehör,,Pièces et accessoires d’automobile,,,Ανταλλακτικά και Αξεσουάρ Αυτοκινήτων,,Accesorios y partes para vehículos,,Peças e Acessórios para Automóveis,,Náhradní díly a příslušenství pro auta,,Avtomobilski deli in pripomočki,,Autodiely a príslušenstvo,,Auto dijelovi i pribor,
,Building Materials Shops,,Baubedarf,,Byggnadskonstruktion,,Boutiques de matériaux de construction,,,Καταστήματα Οικοδομικών Υλικών,,Tiendas de materiales de construcción,,Lojas de Materiais de Construção,,Stavebniny,,Trgovine z gradbenimi pripomočki,,Obchody so stavebnými materiálmi,,Prodavnice građevinskog materijala,
,Painting Services,,Maler,,Målare,,Peintres en bâtiment,,,Υπηρεσίες Βαφής,,Servicios de pintura,,Serviços de Pintura,,Malířství,,Slikarske storitve,,Maliarske služby,,Slikarstvo,
,Plumbing and Sewerage Repairs,,Installateure,,Rörmokare,,Plomberie,,,Υδραυλικές και Αποχετευτικές Υπηρεσίες,,Fontanería y reparación de tuberías,,Reparação de Canalização e Esgotos,,Instalatéři,,Popravilo vodovodov in kanalizacije,,Vodotechnika a oprava kanalizácie,,Popravke vodovodnih i kanalizacionih instalacija,
,Rope Access Services - Exterior Building Maintenance,,Außeninstandhaltung von Gebäuden,,Rope access – Exteriör och byggnadsreparationer på hög höjd,,Travaux sur corde ; entretien extérieur,,,Υπηρεσίες Πρόσβασης με Σχοινί - Εξωτερική Συντήρηση Κτιρίων,,Trabajos verticales – mantenimiento exterior de edificios,,Serviços de Acesso por Corda - Manutenção Predial Exterior,,Výškové práce; vnější údržba budov,,Višinska dela – Vzdrževanje zunanjosti zgradbe,,Služby prístupu na lane – vonkajšia údržba budov,,Usluge industrijskog alpinizma – vanjsko održavanje zgrada,
,Bed Linen; Towels and Table Covers,,Bettzeug; Handtücher und Tischdecken,,Sängkläder; Handdukar och borddukar,,"Literie, nappes et serviettes de table",,,"Σεντόνια, Πετσέτες και Τραπεζομάντιλα",,"Ropa de cama, toallas y manteles",,Lençóis; Toalhas e Capas de Mesa,,"Povlečení, ručníky a ubrusy",,Posteljnina; Brisače in namizni prti,,"Posteľná bielizeň, uteráky a obrusy",,Posteljina; Peškiri i stolnjaci,
,Photo and Video Shops and Services,,Foto und Video-Geschäfte und Dienstleistungen,,Foto- och videobutiker och -service,,Boutiques et services photo et vidéo,,,Καταστήματα και Υπηρεσίες Φωτογραφίας και Βίντεο,,Servicios y tiendas de fotografía y vídeo,,Lojas e Serviços de Foto e Vídeo,,Fotografické a video služby,,Fotografske in snemalne trgovine in storitve,,Fotografické a video obchody a súvisiace služby,,Foto i video prodavnice i usluge,
,Nurseries and Kindergartens,,Kitas und Kindergärten,,Daghem och förskolor,,Crèches et garderies,,,Παιδικοί Σταθμοί και Νηπιαγωγεία,,Jardines de infancia y guarderías,,Berçários e Jardins de Infância,,Jesle a školky,,Vrtci in male šole,,Škôlky a jasle,,Jaslice i obdaništa,
,Homemade Children's Food,,Hausgemachtes Essen für Kinder,,Hemlagad barnmat,,Nourriture maison pour enfants,,,Σπιτικό Φαγητό Παιδιών,,Comida para niños,,Comida Caseira Infantil,,Domácí potraviny pro děti,,Domača otroška hrana,,Domáce jedlo pre deti,,Domaća dječija hrana,
,Carpets and Flooring,,Teppiche und Böden,,Heltäckningsmattor och golvbeläggningar,,Tapis et planchers,,,Χαλιά και Δάπεδα,,Moquetas y suelos,,Tapetes e Pisos,,Koberce a podlahy,,Preproge in tla,,Koberce a podlahy,,Tepisi i podovi,
,Blinds and Awnings,,Jalousien und Rollladen,,Persienner och markiser,,Stores et toiles,,,Περσίδες και Τέντες,,Persianas y toldos,,Persianas e Toldos,,Žaluzie a markýzy,,Žaluzije in nadstreški,,Rolety a markízy,,Roletne i tende,
,Floor Sanding and Polishing,,Bodenschleifen und Politur,,Golvslipning och boning,,Sablage et polissage des planchers,,,Λείανση και Στίλβωση Δαπέδων,,Lijado y pulido de suelos,,Lixamento e Polimento de Pisos,,Broušení a leštění podlah,,Brušenje in loščenje tal,,Pieskovanie a leštenie podlahy,,Brušenje i poliranje podova,
,Double Glazing Repairs,,Reparatur von Doppelverglasung,,Reparation av isolerrutor,,Réparation de double vitrage,,,Επισκευές Διπλών Υαλοπινάκων,,Reparaciones de cristales dobles,,Reparação de Vidro Duplo,,Opravy dvojitého skla,,Popravilo dvojnih zasteklitev,,Opravy dvojitého zasklenia,,Usluge zastakljivanja,
,Pest Control and Disinfection,,Schädlingsbekämpfung,,Skadedjursbekämpning och desinfektion,,Exterminateurs,,,Καταπολέμηση Παρασίτων και Απολύμανση,,Control de plagas y desinfección,,Controlo e Desinfeção de Pragas,,Hubení škůdců a dezinfekce,,Deratizacija in dezinfekcija,,Boj proti škodcom a dezinfekcia,,Deratizacija i dezinfekcija,
,Removals - Home and Office,,Aufräumarbeiten,,Flyttfirmor – Hem och företag,,Déménagements résidentiels et commerciaux,,,Μετακομίσεις - Σπίτι και Γραφείο,,Mudanzas de hogar y oficinas,,Remoções - Casa e Escritório,,Vyklízení – domov a kancelář,,Selitve – Dom in pisarna,,Búranie – domy a kancelárie,,Selidbe – kuće i kancelarije,
,Mattresses and Bedding,,Matratzen und Bettzeug,,Madrasser och sängkläder,,Matelas et literie,,,Στρώματα και Κρεβάτια,,Colchones y ropa de cama,,Colchões e Camas,,Matrace a lůžkoviny,,Žimnice in posteljnina,,Matrace a posteľné príslušenstvo,,Dušeci i posteljina,
,Household Goods and Accessories,,Haushaltsgegenstände,,Hushållsutrustning och -tillbehör,,Produits et accessoires de maison,,,Οικιακά Είδη και Αξεσουάρ,,Bienes y accesorios para el hogar,,Artigos e Acessórios Domésticos,,Zboží a doplňky do domácnosti,,Gospodinjski pribor in pripomočki,,Vybavenie a príslušenstvo pre domácnosť,,Robe i pribor za domaćinstvo,
,Haberdashery and Passemanterie,,Herrenartikelgeschäft,,Sybehör och snörmakerier,,Mercerie et passementerie,,,Ψιλικά και Διακοσμητικά,,Mercería y pasamanería,,Retrosaria e Passemanterie,,Galanterie a krajky,,Galanterija in izdelovanje trakov,,Galantéria a vyšívanie,,Galanterija i pozamanterija,
,Knitwear and Underwear,,Unterwäschegeschäft,,Stickat och underkläder,,Tricots et sous-vêtements,,,Πλεκτά και Εσώρουχα,,Ropa de punto y ropa interior,,Malhas e Roupa Interior,,Pletené zboží a spodní prádlo,,Pletenine in spodnje perilo,,Pletený tovar a spodná bielizeň,,Trikotaža i rublje,
,Bags; Suitcases and Accessories,,"Taschen, Koffer und Accessoires",,Väskor; Resväskor och tillbehör,,"Sacs, valises et accessoires",,,"Τσάντες, Βαλίτσες και Αξεσουάρ",,"Bolsos, maletas y accesorios",,Sacos; Malas e Acessórios,,Zavazadla; kufry a příslušenství,,Torbe; Kovčki in pripomočki,,"Tašky, kufre a príslušenstvo",,Torbe; Koferi i oprema,
,Vegetarian Restaurants,,Restaurants – Rohkost und vegetarisch,,Restauranger – Råkost och vegetarisk kost,,Restaurants - végétariens,,,Εστιατόρια - Ωμοφαγία και Χορτοφαγία,,Restaurantes – crudívoros y vegetarianos,,Restaurantes - Comida Crua e Vegetariana,,Restaurace – syrová a vegetariánská kuchyně,,Restavracije – Surova in vegetarijanska prehrana,,Reštaurácie – surové jedlo (raw) a vegetariánske,,Restorani sirove i vegetarijanske hrane,
,Nature Attractions,,Naturattraktionen,,Naturattraktioner,,Attractions naturelles,,,Φυσικά Αξιοθέατα,,Atracciones naturales,,Atrações da Natureza,,Přírodní zajímavosti,,Naravne atrakcije,,Prírodné atrakcie,,Prirodne atrakcije,
,Pet Shops,,Kleintiergeschäfte,,Zooaffärer,,Animaleries,,,Καταστήματα Κατοικίδιων,,Pajarerías,,Lojas de Animais Domésticos,,Zverimexy,,Trgovine za živali,,Chovateľské potreby,,Prodavnice kućnih ljubimaca,
,Ski & Snowboard Schools,,Ski & Snowboard-Schulen,,Skidor och snowboardbutiker,,Écoles de ski et de planche à neige,,,Σχολές Σκι και Σνόουμπορντ,,Escuelas de esquí y snowboard,,Escolas de Ski & Snowboard,,Lyžařské a snowboardové školy,,Šole smučanja in bordanja,,Lyžiarske a snowboardové školy,,Škole skijanja i snoubordinga,
,Ski & Snowboard Rental,,Ski & Snowboard-Verleih,,Uthyrning av skidor och snowboards,,Location de skis et de planches à neige,,,Ενοικιάσεις Σκι και Σνόουμπορντ ,,Alquiler de esquí y snowboard,,Aluguer de Ski & Snowboard,,Pronájem lyží a snowboardů,,Izposoja smuči in bordov,,Prenájom lyží a snowboardov,,Iznajmljivanje opreme za skijanje i snoubording,
,Skating-rinks,,Eislaufbahn,,Skridskobanor,,Patinoires,,,Πατινάζ-Παγοδρόμια,,Pistas de patinaje,,Ringues de Patinagem,,Kluziště,,Drsališča,,Klziská ,,Klizališta,
,Radio Stations,,Radiostation,,Radiostationer,,Stations de radio,,,Ραδιοφωνικοί Σταθμοί,,Estaciones de radio,,Estações de Rádio,,Rozhlasové stanice,,Radijske postaje,,Rádio stanice,,Radio stanice,
,TV Stations,,TV-Station,,TV-stationer,,Stations de télévision,,,Τηλεοπτικοί Σταθμοί,,Estaciones de televisión,,Estações de TV,,Televizní stanice,,TV postaje,,TV stanice,,TV stanice,
,Juice Bars,,Saftbar,,Juicebarer,,Bars à jus,,,Μπαρ Χυμών,,Zumos y refrescos,,Bares de Sumos,,Džusbary,,Bari s sokovi,,Džúsové bary,,Prirodni sokovi,
,Kiosks and News-stands,,Kioske,,Kiosker och tidningskiosker,,Kiosques et marchands de journaux,,,Περίπτερα και Εφημεριδοπώλες,,Quioscos de prensa,,Quiosques e Bancas de Jornais,,Stánky a trafiky,,Kioski in trafike,,Kiosky a novinové stánky,,Kiosci,
,Concert Halls,,Konzerthallen,,Konserthallar,,Salles de concert,,,Αίθουσες Συναυλιών,,Salas de conciertos,,Salas de Concerto,,Koncertní síně,,Koncertne dvorane,,Koncertné haly,,Koncertne dvorane,
,Cultural Centers,,Kulturzentren,,Kulturcenter,,Centres culturels,,,Πολιτιστικά Κέντρα,,Centros culturales,,Centros Culturais,,Kulturní centra,,Kulturni centri,,Centrá kultúry,,Kulturni centri,
,Caravan and Campervan Dealers,,Wohnwagenverkäufer,,Husvagns- och husbilsförsäljare,,Concessionnaires de véhicules récréatifs,,,Έμποροι Τροχόσπιτων και Αυτοκινούμενων,,Vendedores de caravanas y autocaravanas,,Vendedores de Caravanas e Autocaravanas,,Prodejci karavanů a obytných vozů,,Prodajalci prikolic in avtodomov,,Predajcovia karavanov a dodávok na kempovanie,,Prodavci karavnskih i kamp vozila,
,Car Tyres,,Autoreifen,,Bildäck,,Pneus d’auto,,,Ελαστικά Αυτοκινήτων,,Neumáticos,,Pneus de Automóveis,,Pneumatiky,,Avtomobilske gume,,Pneumatiky – autá,,Auto gume,
,Shops,,Geschäfte,,Butiker,,Boutiques,,,Καταστήματα,,Tiendas,,Lojas,,Prodejny,,Trgovine,,Obchody,,Prodavnice,
,Stationery and Office Supplies,,Bürobedarf,,Papper och kontorstillbehör,,Articles de papeterie,,,Γραφική Ύλη και Είδη Γραφείου,,Papelería y suministros de oficina,,Artigos de Papelaria e Material de Escritório,,Papírnictví a vybavení kanceláře,,Pisarniški material,,Papiernictva a kancelárske potreby,,Papirna konfekcija i kancelarijski materijal,
,E-commerce and Mail Order,,E-Commerce ,,E-handel och postorder,,Vente en ligne et vente par catalogue,,,Ηλεκτρονικό Εμπόριο και Παραγγελίες με Αλληλογραφία,,Comercio electrónico y correspondencia,,E-commerce e Ordem de Correio,,E-shopy a zasilatelství,,E-trgovine in naročila prek e-pošte,,Elektronický obchod a poštová objednávka,,E-trgovina i kupovina putem Interneta,
263,Rental Services – Equpiment,,Verleih,,Uthyrningstjänster,,Services de location,,,Υπηρεσίες Ενοικίασης,,Servicios de alquiler,,Serviços de Aluguer,,Služby pronájmy,,Izposoja,,Služby na prenájom,,Usluge iznajmljivanja,
,Physiotherapy,,Physiotherapie,,Sjukgymnastik,,Physiothérapie,,,Φυσιοθεραπεία,,Fisioterapia,,Fisioterapia,,Rehabilitace,,Fizioterapija,,Fyzioterapia,,Fizioterapija,
,Boats and Boating Accessories,,Boote und Bootszubehör,,Båtar och seglingsutrustning,,Bateaux et accessoires nautiques,,,Σκάφη και Αξεσουάρ Σκαφών,,Barcos y accesorios para barcos,,Barcos e Acessórios Náuticos,,Lodě a lodní vybavení,,Čolni in pripomočki,,Člne a príslušenstvo pre člny,,Čamci i pribor za čamce,
,Water Transport,,Wassertransport,,Vattentransporter,,Transport sur l’eau,,,Θαλάσσιες Μεταφορές,,Transporte acuático,,Transporte Aquático,,Vodní přeprava,,Vodni transport,,Vodné športy,,Vodeni prevoz,
,Childrens Clothes Shops,,Geschäfte für Kinderkleidung,,Barnkläder,,Boutiques de vêtements pour enfants,,,Καταστήματα Παιδικών Ενδυμάτων,,Tiendas de ropa infantil,,Lojas de Roupa de Criança,,Prodejny s dětským oblečením,,Trgovine z otroškimi oblačili,,Obchod s oblečením pre deti,,Prodavnice dječije odjeće,
,Motorbikes Dealers and Repairs,,Motorräder; Verkauf und Reparatur,,Motorcyklar: försäljning och reparationer,,Concessionnaires et réparateurs de motocyclettes,,,Έμποροι Μοτοσικλετών και Επισκευές,,Venta y reparación de motos,,Vendedores e Reparações de Motos,,Prodej a opravy motocyklů,,Prodaja in popravilo motornih koles,,Predajcovia a opravári motoriek,,Prodavci i serviseri motocikla ,
,Currency Exchange,,Währungsumtausch,,Valutaväxling,,Bureaux de change,,,Συνάλλαγμα,,Cambio de divisa,,Câmbio de Moeda,,Směnárny,,Menjalnica,,Zmenáreň,,Mjenjačnica,
,Temporary Staff Agencies,,Zeitarbeitsagenturen,,Bemanningsföretag,,Entreprises de travail temporaire,,,Γραφεία Προσωρινού Προσωπικού,,Agencias de personal temporal,,Agências de Pessoal Temporário,,Zprostředkování brigád,,Agencije z začasnim osebjem,,Agentúry pre dočasných zamestnancov,,Agencije za privremeno zapošljavanje,
,Telecom Stores and Resellers,,Telekom-Geschäfte und Reseller,,Telebutiker och återförsäljare,,Boutiques de télécommunication et revendeurs,,,Καταστήματα και Μεταπωλητές Τηλεπικοινωνιών,,Tiendas y reventa de telecomunicaciones,,Lojas e Revendedores Telecom,,Prodejci telekomunikačních služeb,,Telefonske trgovine in preprodajalci,,Telekomunikačné predajne a predajcovia,,Telekomunikacione prodavnice i preprodavci,
,Portuguese Restaurants,,Portugiesische Restaurants,,Portugisiska restauranger,,Restaurants portugais,,,Πορτογαλικά Εστιατόρια,,Restaurantes portugueses,,Restaurantes Portugueses,,Portugalské restaurace,,Portugalske restavracije,,Portugalské reštaurácie,,Portugalski restorani,
,Brasseries,,Brasserien,,Brasserier,,Brasseries,,,Μπυραρίες,,Café-restaurante,,Cervejarias,,Brasserie,,Pivnice,,Reštaurácie brasserie,,Taverne,
,British Restaurants,,Britische Restaurants,,Engelska restauranger,,Restaurants anglais,,,Βρετανικά Εστιατόρια,,Restaurantes británicos,,Restaurantes Britânicos,,Britské restaurace,,Britanske restavracije,,Britské reštaurácie,,Britanski restorani,
,Modern European Restaurants,,Moderne europäische Restaurants,,Moderna europeiska restauranger,,Restaurants européens modernes,,,Σύγχρονα Ευρωπαϊκά Εστιατόρια,,Restaurantes europeos de vanguardia,,Restaurantes Europeus Modernos,,Moderní evropské restaurace,,Moderne evropske restavracije,,Moderné európske reštaurácie,,Moderni evropski restorani,
,Tapas Bars,,Tapas Bars,,Tapasbarer,,Bars à tapas,,,Τάπας Μπαρ,,Bares de tapas,,Bares de Tapas,,Tapas bary,,Tapas bari,,Tapas bary,,Tapas barovi,
,Vietnamese Restaurants,,Vietnamesische Restaurants,,Vietnamesiska restauranger,,Restaurants vietnamiens,,,Βιετναμέζικα Εστιατόρια,,Restaurantes vietnamitas,,Restaurantes Vietnamitas,,Vietnamské restaurace,,Vietnamske restavracije,,Vietnamské reštaurácie,,Vijetnamski restorani,
,Thai Restaurants,,Thai Restaurants,,Thairestauranger,,Restaurants thaïs,,,Ταϊλανδέζικα Εστιατόρια,,Restaurantes tailandeses,,Restaurantes Tailandeses,,Thajské restaurace,,Tajske restavracije,,Thajské reštaurácie,,Tajlandski restorani,
280,Mediterranean restaurants,,Mediterrane Restaurants,,Medelhavsrestauranger,,Restaurants méditerranéens,,,Μεσογειακά Εστιατόρια,,Restaurantes mediterráneos,,Restaurantes Mediterrânicos,,Středomořské restaurace,,Mediteranske restavracije,,Stredomorské reštaurácie,,Mediteranski restorani,
,Hair Removal,,Haarentfernung,,Hårborttagning,,Épilation,,,Αποτρίχωση,,Eliminación de vello,,Depilação,,Depilace,,Odstranjevanje dlak,,Depilácia,,Depilacija,
,Stadiums,,Stadien,,Idrottsplatser,,Stades,,,Στάδια,,Estadios,,Estádios,,Stadióny,,Stadioni,,Štadióny,,Stadioni,
,Football Pitches,,Fußballplätze,,Fotbollsplaner,,Terrains de football,,,Ποδοσφαιρικά Γήπεδα,,Pistas de fútbol,,Campos de Futebol,,Fotbalová hřiště,,Nogometna igrišča,,Futbalové ihriská,,Fudbalski tereni,
,,,,,,,,,,,,,,,,,,,,,,,
,SECTORS,,Bereiche,,SEKTORER,,CATÉGORIES,,,ΤΟΜΕΙΣ,,SECTORES,,SETORES,,SEKTORY,,SEKTORJI,,ODVETVIA,,SEKTORI,
,Automotive,,Automotive,,Motor,,Automobile,,,Αυτοκίνητο,,Automovilístico,,Automotivo,,Automobily,,Avtomobilizem,,Auto-moto,,Automobilizam,
,Beauty ,,Beauty,,Skönhet,,Beauté,,,Ομορφιά,,Belleza,,Beleza,,Krása,,Lepota,,Krása,,Ljepota,
,Building & Construction,,Bau,,Bygg och anläggning,,Construction et architecture,,,Δόμηση & Κατασκευή,,Construcción y edificios,,Construção Civil,,Stavebnictví,,Gradnja in konstrukcija,,Stavebníctvo,,Visokogradnja i niskogradnja,
,Children,,Kinder,,Barn,,Enfants,,,Παιδί,,Niños,,Crianças,,Děti,,Otroci,,Deti,,Djeca,
,Cinema & Theatre,,Kino & Theater,,Bio & teater,,Cinémas et théâtres,,,Κινηματογράφος & Θέατρο,,Cine y teatro,,Cinema & Teatro,,Kino a divadlo,,Kinodvorane in gledališča,,Kino a divadlo,,Bioskop i pozorište,
,Coffee & Tea,,Kaffee & Tee,,Kaffe och te,,Café et thé,,,Καφές & Τσάι,,Café y té,,Café & Chá,,Káva a čaj,,Kava in čaj,,Káva a čaj,,Kafa i čaj,
,Drinking Out,,Ausgehen,,Dricka ute,,Sortir boire,,,Έξοδος για Ποτό,,Copas,,Beber Fora,,Pití,,Pijača na prostem,,Pitie,,Izlasci na piće,
,Eating Out,,Essen gehen,,Äta ute,,Sortir manger,,,Έξοδος για Φαγητό,,Restaurantes,,Comer Fora,,Stravování,,Hrana na prostem,,Jedenie,,Izlasci u restorane,
,Education,,Bildung,,Utbildning,,Éducation,,,Εκπαίδευση,,Educación,,Educação,,Vzdělávání,,Izobrazba,,Vzdelanie,,Obrazovanje,
,Entertainment,,Unterhaltung,,Underhållning,,Divertissement,,,Διασκέδαση,,Entretenimiento,,Diversão,,Zábava,,Zabava,,Zábava,,Zabava,
,Food & Drink,,Essen & Trinken,,Mat & dryck,,Nourriture et boissons,,,Φαγητό & Ποτό,,Comida y bebida,,Alimentação & Bebidas,,Jídlo a pití,,Hrana in pijača,,Jedlo a pitie,,Hrana i piće,
,Health & Medical,,Gesundheit & Medizin,,Hälsa och sjukvård,,Santé et médecine,,,Υγεία & Ιατρική,,Salud y medicina,,Saúde & Medicina,,Zdraví a lékařství,,Zdravje in medicina,,Zdravie a zdravotníctvo,,Zdravlje i medicina,
,Home & Garden,,Zuhause & Garten,,Hem och trädgård,,Maison et jardin,,,Σπίτι & Κήπος,,Hogar y jardín,,Casa & Jardim,,Domov a zahrada,,Dom in vrt,,Domov a záhrada,,Kuća i bašta,
,Landmarks,,Wahrzeichen,,Landmärken,,Lieux historiques,,,Ορόσημα,,Lugares de importancia,,Marcos,,Pamětihodnosti,,Znamenitosti,,Pamiatky,,Obilježja,
,Local Services,,Lokale Dienstleistungen,,Lokala tjänster,,Services locaux,,,Τοπικές Υπηρεσίες,,Servicios locales,,Serviços Locais,,Místní služby,,Lokalne storitve,,Miestne služby,,Lokalne usluge,
,Money & Finance,,Geld & Finanzen,,Pengar & finans,,Argent et finances,,,Χρήμα & Οικονομικά,,Dinero y finanzas,,Dinheiro & Finanças,,Peníze a finance,,Denar in finance,,Peniaze a financie,,Novac i finansije,
,Museums & Art,,Museen & Kunst,,Museer & konst,,Musées et arts,,,Μουσεία & Τέχνη,,Museos y arte,,Museus & Arte,,Muzea a umění,,Muzeji in umetnost,,Múzeá a umenie,,Muzeji i umjetnost,
,Nightlife,,Nachtleben,,Nattliv,,Vie nocturne,,,Νυχτερινή Ζωή,,Vida nocturna,,Vida Noturna,,Noční život,,Nočno življenje,,Nočný život,,Noćni život,
,Other Services,,Andere Dienstleistungen,,Övriga tjänster,,Autres services,,,Άλλες Υπηρεσίες,,Otros servicios,,Outros Serviços,,Jiné služby,,Druge storitve,,Ostatné služby,,Ostale usluge,
,Outdoor,,Outdoor,,Utomhus,,Extérieur,,,Έξοδος,,Exterior,,Ao ar livre,,Outdoor,,Zunanjost,,Pod holým nebom,,Aktivnosti na otvorenom,
,Pets,,Haustiere,,Husdjur,,Animaux domestiques,,,Κατοικίδια,,Mascotas,,Animais de Estimação,,Zvířata,,Hišni ljubljenčki,,Domáce zvieratá,,Kućni ljubimci,
,Professional Services,,Professionelle Dienstleistungen,,Professionella tjänster,,Services professionnels,,,Επαγγελματικές Υπηρεσίες,,Servicios profesionales,,Serviços Profissionais,,Profesionální služby,,Profesionalne storitve,,Profesionálne služby,,Profesionalne usluge,
,Public Services,,Öffentliche Dienstleistungen,,Offentliga tjänster,,Services publics,,,Δημόσιες Υπηρεσίες,,Servicios públicos,,Serviços Públicos,,Veřejné služby,,Javne storitve,,Verejné služby,,Javne usluge,
,Shopping,,Shopping,,Shopping,,Magasinage,,,Αγορές,,Compras,,Compras,,Nakupování,,Nakupovanje,,Nakupovanie,,Kupovina,
,Sport & Fitness,,Sport & Fitness,,Sport & motion,,Sports et mise en forme,,,Αθλήματα & Γυμναστική,,Deportes y forma física,,Desporto & Fitness,,Sport a fitness,,Šport in fitnes,,Šport a fitnes,,Sport i fitnes,
,Technology,,Technologie,,Teknologi,,Technologies,,,Τεχνολογία,,Tecnología,,Tecnologia,,Technologie,,Tehnologija,,Technológie,,Tehnologija,
,Travel & Accommodation,,Reise & Unterkunft,,Resor och inkvartering,,Voyages et hébergement,,,Ταξίδια & Διαμονή,,Viajes y alojamiento,,Viagens & Alojamento,,Cestování a ubytování,,Potovanje in nastanitev,,Cestovanie a ubytovanie,,Putovanje i smještaj,
